month,sahm,unemployment_rate,unemployment_rise_12m,payroll_3m_average_k,claims_ratio,claims_elevated,claims_severe,labor_state,activity_available_count,activity_contracting_count,cfnai_ma3,activity_state,baa_spread,baa_20d_change,hy_oas,hy_20d_change,nfci,stlfsi,cre_delinquency,credit_primary_elevated,credit_primary_severe,cre_delinquency_elevated_flag,cre_delinquency_severe_flag,cre_corroborates_credit,credit_state,permits_yoy,housing_starts_yoy,curve_spread,forward_state,real_yield_20d_change,breakeven_20d_change,oil_3m_change,shock_state,overall_state
1998-10-31,0.2,4.5,0.20000000000000018,245.66666666666666,0.03817427385892125,False,False,NORMAL,3,0,0.45,NORMAL,2.65,0.029999999999999805,,,-0.005,0.7696,1.99,True,False,False,False,False,ELEVATED,0.14676450967311538,0.12828947368421062,0.31,NORMAL,,,0.01614035087719312,NORMAL,GREEN
1998-11-30,0.17,4.4,0.10000000000000053,225.33333333333334,0.0489626556016598,False,False,NORMAL,3,0,0.11,NORMAL,2.45,-0.23999999999999977,,,-0.113,-0.0226,1.99,False,False,False,False,False,NORMAL,0.13818924438393454,0.09933774834437092,0.17,NORMAL,,,-0.1444695259593679,NORMAL,GREEN
1998-12-31,0.0,4.4,0.10000000000000053,283.6666666666667,0.0489626556016598,False,False,NORMAL,3,0,0.2,NORMAL,2.58,0.010000000000000231,,,-0.189,0.1844,1.99,True,False,False,False,False,ELEVATED,0.1964285714285714,0.14431673052362703,0.17,NORMAL,,,-0.2501544163063619,NORMAL,GREEN
1999-01-31,-0.07,4.3,0.0,250.0,0.07883817427385886,False,False,NORMAL,3,0,0.14,NORMAL,2.55,-0.06000000000000005,,,-0.272,0.2718,1.87,True,False,False,False,False,ELEVATED,0.11382636655948564,0.14622950819672131,0.18,NORMAL,,,-0.11533149171270718,NORMAL,GREEN
1999-02-28,0.0,4.4,0.10000000000000053,298.3333333333333,0.0008298755186721962,False,False,NORMAL,3,0,0.3,NORMAL,2.24,-0.31999999999999984,,,-0.352,0.0601,1.87,True,False,False,False,False,ELEVATED,0.04432301153612639,0.05429292929292928,0.63,NORMAL,,,0.08267370272647323,NORMAL,GREEN
1999-03-31,-0.03,4.2,0.0,213.0,0.004979253112033177,False,False,NORMAL,3,0,0.19,NORMAL,2.31,0.06999999999999984,,,-0.403,0.1535,1.87,True,False,False,False,False,ELEVATED,0.03738317757009346,0.09125717932354815,0.76,NORMAL,,,0.25041186161449747,ELEVATED,YELLOW
1999-04-30,0.0,4.3,0.09999999999999964,298.6666666666667,0.02406639004149369,False,False,NORMAL,3,0,0.15,NORMAL,2.22,-0.10999999999999988,,,-0.424,-0.0761,1.82,False,False,False,False,False,NORMAL,0.034259857789269654,0.008441558441558472,0.81,NORMAL,,,0.459016393442623,ELEVATED,GREEN
1999-05-31,-0.07,4.2,0.0,232.0,0.011686143572620988,False,False,NORMAL,3,0,0.16,NORMAL,2.18,-0.040000000000000036,,,-0.4,0.3106,1.82,True,False,False,False,False,ELEVATED,0.05534105534105538,0.048828125,0.98,NORMAL,,,0.4069861900893581,ELEVATED,YELLOW
1999-06-30,0.03,4.3,0.09999999999999964,283.3333333333333,0.0,False,False,NORMAL,3,0,0.16,NORMAL,2.18,0.08000000000000007,,,-0.33,0.0557,1.82,True,False,False,False,False,ELEVATED,0.09735654416505479,-0.0499695307739183,1.03,NORMAL,,,0.2733860342555994,ELEVATED,YELLOW
1999-07-31,0.03,4.3,0.09999999999999964,275.6666666666667,0.03886010362694292,False,False,NORMAL,3,0,0.22,NORMAL,2.19,0.06000000000000005,,,-0.21,0.253,1.56,True,False,False,False,False,ELEVATED,0.044720496894409933,-0.0170789163722026,1.17,NORMAL,,,0.09791332263242358,NORMAL,GREEN
1999-08-31,0.03,4.2,0.0,253.0,0.0043177892918826455,False,False,NORMAL,3,0,0.15,NORMAL,2.23,0.040000000000000036,,,-0.148,0.1208,1.56,True,False,False,False,False,ELEVATED,0.010278113663845234,0.02106567534076831,1.0,NORMAL,,,0.1928406466512702,NORMAL,GREEN
1999-09-30,0.0,4.2,0.0,229.0,0.014010507880910739,False,False,NORMAL,3,0,0.11,NORMAL,2.3,0.06999999999999984,,,-0.1,0.3923,1.56,True,False,False,False,False,ELEVATED,-0.016487000634115456,0.03350189633375478,1.02,NORMAL,,,0.2695292291774445,ELEVATED,YELLOW
1999-10-31,-0.07,4.1,0.0,252.0,0.0008756567425569628,False,False,NORMAL,3,0,0.3,NORMAL,2.28,-0.020000000000000018,,,-0.11,0.1887,1.45,True,False,False,False,False,ELEVATED,-0.04072134962187324,-0.06239067055393588,0.9,NORMAL,,,0.06189083820662766,NORMAL,GREEN
1999-11-30,-0.03,4.1,0.0,298.0,0.002669039145907437,False,False,NORMAL,3,0,0.31,NORMAL,1.99,-0.2899999999999998,,,-0.166,0.0507,1.45,True,False,False,False,False,ELEVATED,0.0,-0.0072289156626506035,0.88,NORMAL,,,0.20377541142303968,NORMAL,GREEN
1999-12-31,-0.03,4.0,0.0,337.3333333333333,0.0,False,False,NORMAL,3,0,0.57,NORMAL,1.73,-0.21999999999999997,,,-0.171,0.2771,1.45,True,False,False,False,False,ELEVATED,-0.03386911595866815,-0.046875,1.12,NORMAL,,,0.04971475142624304,NORMAL,GREEN
2000-01-31,-0.03,4.0,0.0,277.6666666666667,0.038634321653189474,False,False,NORMAL,3,0,0.37,NORMAL,1.68,-0.050000000000000044,,,-0.21,0.0774,1.5,True,False,False,False,False,ELEVATED,-0.0028868360277136684,-0.06407322654462244,0.92,NORMAL,,,0.2689307021569527,ELEVATED,YELLOW
2000-02-29,0.0,4.1,0.09999999999999964,218.0,0.05570530098831994,False,False,NORMAL,3,1,0.18,NORMAL,1.91,0.22999999999999998,,,-0.189,0.2701,1.5,True,False,False,False,False,ELEVATED,-0.016279069767441867,0.04011976047904198,0.64,NORMAL,,,0.2291917973462001,NORMAL,GREEN
2000-03-31,0.0,4.0,0.0,273.6666666666667,0.0,False,False,NORMAL,3,0,0.12,NORMAL,2.3,0.3699999999999999,,,-0.087,0.2292,1.5,True,False,False,False,False,ELEVATED,-0.008408408408408397,-0.06198830409356726,0.15,NORMAL,,,0.03532608695652173,NORMAL,GREEN
2000-04-30,-0.03,3.8,0.0,291.0,0.025352112676056304,False,False,NORMAL,3,0,0.21,NORMAL,2.34,0.040000000000000036,,,-0.031,0.3003,1.43,True,False,False,False,False,ELEVATED,-0.00187499999999996,0.0470057952350289,0.41,NORMAL,,,-0.07016274864376126,NORMAL,GREEN
2000-05-31,0.0,4.0,0.20000000000000018,328.3333333333333,0.06009389671361509,False,False,NORMAL,3,0,0.17,NORMAL,2.52,0.20000000000000018,,,0.025,0.5903,1.43,True,False,False,False,False,ELEVATED,-0.05914634146341469,-0.022346368715083775,0.66,NORMAL,,,-0.0503761858030749,NORMAL,GREEN
2000-06-30,-0.03,4.0,0.20000000000000018,153.0,0.09295774647887334,False,False,NORMAL,3,0,0.06,NORMAL,2.4,-0.10000000000000009,,,-0.001,0.3715,1.43,True,False,False,False,False,ELEVATED,-0.07638072855464162,0.0,0.15,NORMAL,,,0.2163479565054367,NORMAL,GREEN
2000-07-31,0.03,4.0,0.20000000000000018,114.66666666666667,0.12112676056338034,False,False,NORMAL,3,1,-0.17,NORMAL,2.27,-0.1299999999999999,,,-0.115,0.1327,1.47,True,False,False,False,False,ELEVATED,-0.08323424494649223,-0.12342720191731571,-0.23,ELEVATED,,,0.09762738234150126,NORMAL,YELLOW
2000-08-31,0.03,4.1,0.2999999999999998,43.0,0.17464788732394365,False,False,ELEVATED,3,1,-0.18,NORMAL,2.51,0.19999999999999973,,,-0.197,0.0253,1.47,True,False,False,False,False,ELEVATED,-0.07121484141232792,-0.06492718446601942,-0.58,NORMAL,,,0.13985532208060625,NORMAL,ORANGE
2000-09-30,0.0,3.9,0.10000000000000009,91.33333333333333,0.12676056338028174,False,False,NORMAL,3,1,-0.1,NORMAL,2.54,0.03000000000000025,,,-0.196,0.1362,1.47,True,False,False,False,False,ELEVATED,0.012250161186331487,-0.07828746177370027,-0.43,ELEVATED,,,-0.04839704069050543,NORMAL,YELLOW
2000-10-31,-0.03,3.9,0.10000000000000009,41.333333333333336,0.1305164319248826,False,False,ELEVATED,3,1,-0.17,NORMAL,2.56,-0.020000000000000018,,,-0.167,0.3209,1.51,True,False,False,False,False,ELEVATED,-0.043662825955124274,-0.0366915422885572,-0.61,ELEVATED,,,0.1587526576895819,NORMAL,ORANGE
2000-11-30,-0.03,3.9,0.10000000000000009,107.33333333333333,0.2553990610328638,True,False,ELEVATED,3,1,-0.17,NORMAL,2.64,0.07000000000000028,,,-0.105,0.5536,1.51,True,False,False,False,False,ELEVATED,-0.03468899521531099,-0.05885922330097082,-0.73,ELEVATED,,,0.015714717437292025,NORMAL,ORANGE
2000-12-31,0.03,3.9,0.10000000000000009,126.33333333333333,0.3070422535211268,True,True,ELEVATED,3,2,-0.38,ELEVATED,2.88,0.23999999999999977,,,-0.089,0.7101,1.51,True,False,False,False,False,ELEVATED,-0.083184789067142,-0.10304449648711944,-0.77,ELEVATED,,,-0.13443472627146102,NORMAL,ORANGE
2001-01-31,0.13,4.2,0.40000000000000036,117.0,0.27699530516431925,True,True,ELEVATED,3,2,-0.43,ELEVATED,2.62,-0.3700000000000001,,,-0.223,0.2704,1.6,True,False,False,False,False,ELEVATED,-0.01621308627678053,-0.022004889975550168,0.2,NORMAL,,,-0.12477064220183487,NORMAL,ORANGE
2001-02-28,0.2,4.2,0.40000000000000036,77.33333333333333,0.3943661971830985,True,True,ELEVATED,3,1,-0.5,ELEVATED,2.88,0.22999999999999998,,,-0.276,0.6675,1.6,True,False,False,False,False,ELEVATED,-0.021276595744680882,-0.0644789867587795,0.07,NORMAL,,,-0.186254091044332,NORMAL,ORANGE
2001-03-31,0.3,4.3,0.5,11.666666666666666,0.4572769953051643,True,True,ELEVATED,3,2,-0.64,ELEVATED,3.04,0.16999999999999993,,,-0.252,0.5423,1.6,True,False,False,False,False,ELEVATED,0.0048455481526348265,-0.00872817955112215,0.63,NORMAL,,,-0.013098802395209552,NORMAL,ORANGE
2001-04-30,0.4,4.4,0.5000000000000004,-81.66666666666667,0.4207699194270367,True,True,SEVERE,3,2,-0.72,SEVERE,2.73,-0.31000000000000005,,,-0.332,0.7794,1.72,True,False,False,False,False,ELEVATED,0.04320601127113344,0.014145141451414434,1.4,NORMAL,,,-0.004891684136967167,NORMAL,RED
2001-05-31,0.47,4.3,0.3999999999999999,-126.66666666666667,0.4014209591474245,True,True,SEVERE,3,3,-0.67,SEVERE,2.65,-0.050000000000000266,,,-0.42,0.3761,1.72,True,False,False,False,False,ELEVATED,0.0790667530784186,0.01904761904761898,1.8,NORMAL,,,0.03802559414990858,NORMAL,RED
2001-06-30,0.53,4.5,0.6000000000000001,-150.33333333333334,0.3573883161512028,True,True,SEVERE,3,3,-0.75,SEVERE,2.65,0.020000000000000018,,,-0.457,0.3202,1.72,True,False,False,False,False,ELEVATED,0.03435114503816794,0.049390635022450224,1.77,NORMAL,,,0.0,NORMAL,RED
2001-07-31,0.53,4.6,0.6999999999999997,-95.33333333333333,0.34006734006733996,True,True,SEVERE,3,3,-0.62,SEVERE,2.78,0.10999999999999988,,,-0.496,0.3369,1.92,True,False,False,False,False,ELEVATED,0.03631647211413758,0.14149008885851,1.53,NORMAL,,,-0.0625,NORMAL,RED
2001-08-31,0.7,4.9,1.0000000000000004,-129.0,0.34006734006733996,True,True,SEVERE,3,3,-0.63,SEVERE,2.9,0.17999999999999972,,,-0.428,0.4105,1.92,True,False,False,False,False,ELEVATED,0.04059278350515472,0.016872160934458202,1.48,NORMAL,,,-0.061289186333216006,NORMAL,RED
2001-09-30,0.83,5.0,1.1,-179.0,0.49242424242424243,True,True,SEVERE,3,3,-0.69,SEVERE,3.42,0.46999999999999975,,,-0.335,0.7583,1.92,True,False,False,False,False,ELEVATED,-0.0031847133757961776,0.03649635036496357,2.2,NORMAL,,,-0.11111111111111105,NORMAL,RED
2001-10-31,1.13,5.3,1.4,-240.0,0.568515497553018,True,True,SEVERE,3,2,-0.58,ELEVATED,3.38,-0.040000000000000036,,,-0.379,0.7608,1.93,True,False,False,False,False,ELEVATED,-0.0069752694990488084,-0.005810200129115595,2.25,NORMAL,,,-0.20599250936329594,NORMAL,ORANGE
2001-11-30,1.4,5.5,1.6,-292.3333333333333,0.33184523809523814,True,True,SEVERE,3,2,-0.71,SEVERE,3.1,-0.2799999999999998,,,-0.371,0.7043,1.93,True,False,False,False,False,ELEVATED,0.022924411400247813,0.03288201160541582,3.0,NORMAL,,,-0.2697936210131331,NORMAL,RED
2001-12-31,1.63,5.7,1.5,-260.0,0.19837157660991855,True,False,SEVERE,3,2,-0.44,ELEVATED,2.85,-0.21999999999999975,,,-0.367,0.609,1.93,True,False,False,False,False,ELEVATED,0.08878807517822418,0.023498694516971286,3.33,NORMAL,,,-0.14846416382252559,NORMAL,ORANGE
2002-01-31,1.6,5.7,1.5,-197.66666666666666,0.16797712651894203,True,False,SEVERE,3,1,-0.39,ELEVATED,2.85,0.03000000000000025,,,-0.459,0.3697,1.78,True,False,False,False,False,ELEVATED,-0.020011771630370823,0.06125000000000003,3.31,NORMAL,,,-0.07028301886792443,NORMAL,ORANGE
2002-02-28,1.5,5.7,1.4000000000000004,-135.66666666666666,0.06898861352980568,False,False,SEVERE,3,0,-0.15,NORMAL,2.98,0.08999999999999986,,,-0.489,0.5636,1.78,True,False,False,False,False,ELEVATED,0.07910628019323673,0.1255384615384616,3.09,NORMAL,,,0.11921891058581702,NORMAL,ORANGE
2002-03-31,1.37,5.7,1.4000000000000004,-87.0,0.0892049127343244,False,False,SEVERE,3,1,-0.06,NORMAL,2.81,-0.16999999999999993,,,-0.5,0.3572,1.78,True,False,False,False,False,ELEVATED,0.019288728149487566,0.03270440251572326,3.63,NORMAL,,,0.31312625250501,ELEVATED,ORANGE
2002-04-30,1.4,5.9,1.6000000000000005,-81.0,0.09363057324840773,False,False,SEVERE,3,1,0.01,NORMAL,2.84,0.029999999999999805,,,-0.577,0.3953,1.76,True,False,False,False,False,ELEVATED,0.0018007202881151763,-0.03456640388114007,3.34,NORMAL,,,0.38609842719431753,ELEVATED,ORANGE
2002-05-31,1.43,5.8,1.2999999999999998,-35.0,0.042038216560509545,False,False,SEVERE,3,0,0.07,NORMAL,2.98,0.14000000000000012,,,-0.621,0.3584,1.76,True,False,False,False,False,ELEVATED,0.03063063063063054,0.09906542056074774,3.34,NORMAL,,,0.1648301193755739,NORMAL,ORANGE
2002-06-30,1.4,5.8,1.2000000000000002,-16.0,0.005161290322580614,False,False,SEVERE,3,0,0.17,NORMAL,3.13,0.1499999999999999,,,-0.535,0.9998,1.76,True,False,False,False,False,ELEVATED,0.08118081180811809,0.04951100244498785,3.16,NORMAL,,,0.022128958412819477,NORMAL,ORANGE
2002-07-31,1.33,5.8,0.8999999999999995,-10.666666666666666,0.0025974025974024872,False,False,SEVERE,3,0,0.03,NORMAL,3.25,0.06999999999999984,,,-0.436,1.535,1.69,True,True,False,False,False,SEVERE,0.08760951188986232,-0.008982035928143728,2.8,NORMAL,,,-0.010980966325036645,NORMAL,ORANGE
2002-08-31,1.13,5.7,0.7000000000000002,-17.0,0.025974025974025983,False,False,SEVERE,3,1,-0.01,NORMAL,3.32,-0.020000000000000018,,,-0.386,0.8587,1.69,True,False,False,False,False,ELEVATED,0.049535603715170184,0.04211869814933,2.45,NORMAL,,,0.1418998817500985,NORMAL,ORANGE
2002-09-30,0.9,5.7,0.40000000000000036,-57.333333333333336,0.06363636363636371,False,False,SEVERE,3,3,-0.22,SEVERE,3.76,0.43999999999999995,,,-0.351,1.454,1.69,True,True,False,False,False,SEVERE,0.15207667731629404,0.15492957746478875,2.06,NORMAL,,,0.14184397163120566,NORMAL,RED
2002-10-31,0.57,5.7,0.20000000000000018,11.0,0.05844155844155852,False,False,SEVERE,3,2,-0.25,ELEVATED,3.82,0.08999999999999986,,,-0.383,1.0054,1.61,True,True,False,False,False,SEVERE,0.14878671775223506,0.07012987012987004,2.49,NORMAL,,,0.005921539600296066,NORMAL,RED
2002-11-30,0.43,5.9,0.20000000000000018,11.666666666666666,0.010389610389610393,False,False,ELEVATED,3,1,-0.18,NORMAL,3.38,-0.4500000000000002,,,-0.451,0.6902,1.61,True,False,False,False,False,ELEVATED,0.07268322228952151,0.09425717852684135,3.0,NORMAL,,,-0.07248878149810145,NORMAL,ORANGE
2002-12-31,0.3,6.0,0.2999999999999998,-12.333333333333334,0.07597402597402603,False,False,ELEVATED,3,2,-0.27,ELEVATED,3.48,0.10999999999999988,,,-0.468,0.9191,1.61,True,False,False,False,False,ELEVATED,0.12857142857142856,0.14030612244897966,2.61,NORMAL,,,0.02026806145799287,NORMAL,ORANGE
2003-01-31,0.23,5.8,0.09999999999999964,-14.666666666666666,0.025974025974025983,False,False,ELEVATED,3,0,-0.02,NORMAL,3.16,-0.20999999999999996,,,-0.521,0.9339,1.67,True,False,False,False,False,ELEVATED,0.08588588588588597,0.091283863368669,2.82,NORMAL,-0.2400000000000002,0.17000000000000015,0.23289183222958054,NORMAL,ORANGE
2003-02-28,0.2,5.9,0.20000000000000018,-58.333333333333336,0.06753246753246755,False,False,ELEVATED,3,2,-0.22,ELEVATED,3.21,0.020000000000000018,,,-0.535,0.6843,1.67,True,False,False,False,False,ELEVATED,0.03749300503637376,-0.10934937124111532,2.51,ELEVATED,-0.43000000000000016,0.1399999999999999,0.3680684778563452,ELEVATED,ORANGE
2003-03-31,0.13,5.9,0.20000000000000018,-76.66666666666667,0.1045454545454545,False,False,ELEVATED,3,1,-0.08,NORMAL,3.04,-0.18999999999999995,,,-0.585,0.6656,1.67,True,False,False,False,False,ELEVATED,0.03903015966883494,0.05115712545675999,2.69,NORMAL,0.2599999999999998,-0.10999999999999988,-0.002242870874719638,NORMAL,ORANGE
2003-04-30,0.13,6.0,0.2999999999999998,-133.33333333333334,0.1331168831168832,False,False,ELEVATED,3,2,-0.43,ELEVATED,2.76,-0.26000000000000023,,,-0.68,0.2619,1.61,True,False,False,False,False,ELEVATED,0.08028759736369073,0.03203517587939708,2.76,NORMAL,0.14000000000000012,-0.09000000000000008,-0.24440465532676803,NORMAL,ORANGE
2003-05-31,0.2,6.1,0.39999999999999947,-81.33333333333333,0.09870129870129873,False,False,ELEVATED,3,1,-0.27,NORMAL,2.85,0.08000000000000007,,,-0.709,0.411,1.61,True,False,False,False,False,ELEVATED,0.0693473193473193,-0.007369614512471645,2.26,NORMAL,-0.3599999999999999,-0.1499999999999999,-0.20701849836779107,NORMAL,ORANGE
2003-06-30,0.4,6.3,0.5999999999999996,-16.333333333333332,0.09545454545454546,False,False,ELEVATED,3,1,-0.16,NORMAL,2.81,-0.040000000000000036,,,-0.71,0.4514,1.61,True,False,False,False,False,ELEVATED,0.06655290102389078,0.08736167734420497,2.64,NORMAL,0.06999999999999984,0.039999999999999813,-0.031791907514450934,NORMAL,ORANGE
2003-07-31,0.47,6.2,0.5,3.6666666666666665,0.0681375730045426,False,False,ELEVATED,3,0,0.08,NORMAL,2.58,-0.16999999999999993,,,-0.708,0.1358,1.48,True,False,False,False,False,ELEVATED,0.08457997698504038,0.1462235649546828,3.53,NORMAL,0.4500000000000002,0.48,0.19312796208530814,ELEVATED,ORANGE
2003-08-31,0.47,6.1,0.39999999999999947,-14.666666666666666,0.028277634961439535,False,False,ELEVATED,3,0,0.03,NORMAL,2.46,-0.10999999999999988,,,-0.666,0.0808,1.48,True,False,False,False,False,ELEVATED,0.15988200589970503,0.12247397428046547,3.47,NORMAL,-0.10999999999999988,0.1200000000000001,0.08953687821612366,NORMAL,ORANGE
2003-09-30,0.37,6.1,0.39999999999999947,22.0,0.016709511568123503,False,False,ELEVATED,3,0,0.1,NORMAL,2.57,0.17999999999999972,,,-0.678,0.0369,1.48,True,False,False,False,False,ELEVATED,0.08763172490293947,0.07483370288248348,3.01,NORMAL,-0.4800000000000002,-0.17000000000000037,-0.05970149253731338,NORMAL,ORANGE
2003-10-31,0.3,6.0,0.20000000000000018,85.0,0.0,False,False,ELEVATED,3,0,0.11,NORMAL,2.36,-0.18000000000000016,,,-0.712,-0.2272,1.4,False,False,False,False,False,NORMAL,0.11839911061700947,0.19356796116504849,3.37,NORMAL,-0.07999999999999985,0.3799999999999999,-0.03210857332009276,ELEVATED,YELLOW
2003-11-30,0.23,5.8,0.0,109.0,0.0,False,False,NORMAL,3,0,0.32,NORMAL,2.33,-0.06000000000000005,,,-0.712,-0.3492,1.4,False,False,False,False,False,NORMAL,0.08300395256916993,0.18824871648602404,3.41,NORMAL,0.04999999999999982,-0.020000000000000018,-0.04502518891687668,NORMAL,GREEN
2003-12-31,0.03,5.7,0.0,112.33333333333333,0.0,False,False,NORMAL,3,0,0.22,NORMAL,2.34,0.040000000000000036,,,-0.72,-0.223,1.4,False,False,False,False,False,NORMAL,0.04799578059071741,0.15044742729306493,3.32,NORMAL,-0.04999999999999982,-0.06000000000000005,0.16437389770723088,NORMAL,GREEN
2004-01-31,-0.1,5.7,0.0,105.66666666666667,0.0226468506723283,False,False,NORMAL,3,1,0.19,NORMAL,2.19,-0.1499999999999999,,,-0.783,-0.3782,1.25,False,False,False,False,False,NORMAL,0.07964601769911495,0.03130059363194815,3.24,NORMAL,-0.1499999999999999,0.040000000000000036,0.15013679890560883,NORMAL,GREEN
2004-02-29,-0.1,5.6,0.0,113.66666666666667,0.02123142250530785,False,False,NORMAL,3,2,0.18,ELEVATED,2.21,0.020000000000000018,,,-0.811,-0.4953,1.25,False,False,False,False,False,NORMAL,0.06040992448759441,0.13321055862492326,3.03,NORMAL,-0.2999999999999998,0.06999999999999984,0.18958127266732605,NORMAL,GREEN
2004-03-31,0.0,5.8,0.20000000000000018,183.66666666666666,0.0,False,False,NORMAL,3,0,0.35,NORMAL,2.29,0.10999999999999988,,,-0.8,-0.2995,1.25,False,False,False,False,False,NORMAL,0.17586795674445077,0.15758980301274628,2.91,NORMAL,-0.1100000000000001,-0.10000000000000009,0.09512269009391106,NORMAL,GREEN
2004-04-30,0.0,5.6,0.0,218.66666666666666,0.025018395879323085,False,False,NORMAL,3,0,0.36,NORMAL,2.05,-0.2200000000000002,,,-0.738,-0.3926,1.26,False,False,False,False,False,NORMAL,0.1480865224625625,0.21911138161898958,3.55,NORMAL,0.6299999999999999,-0.010000000000000231,0.11507582515611059,ELEVATED,GREEN
2004-05-31,0.0,5.6,0.0,292.0,0.011931394481730084,False,False,NORMAL,3,0,0.4,NORMAL,2.03,-0.020000000000000018,,,-0.693,-0.5714,1.26,False,False,False,False,False,NORMAL,0.17166212534059944,0.13135351227869796,3.58,NORMAL,-0.10999999999999988,0.2400000000000002,0.10587583148558766,NORMAL,GREEN
2004-06-30,-0.03,5.6,0.0,218.0,0.04101416853094708,False,False,NORMAL,3,1,0.12,NORMAL,2.09,0.040000000000000036,,,-0.684,-0.5291,1.26,False,False,False,False,False,NORMAL,0.07733333333333325,-0.020889126941617597,3.29,NORMAL,0.13000000000000012,-0.2200000000000002,0.021300138312586592,NORMAL,GREEN
2004-07-31,-0.03,5.5,0.0,147.33333333333334,0.03579418344519025,False,False,NORMAL,3,0,0.25,NORMAL,2.1,-0.020000000000000018,,,-0.693,-0.5285,1.19,False,False,False,False,False,NORMAL,0.12042440318302394,0.05535055350553497,3.05,NORMAL,-0.03000000000000025,-0.03999999999999959,0.1658666666666666,NORMAL,GREEN
2004-08-31,-0.07,5.4,0.0,80.66666666666667,0.01640566741237892,False,False,NORMAL,3,0,0.17,NORMAL,2.19,0.04999999999999982,,,-0.699,-0.6224,1.19,False,False,False,False,False,NORMAL,0.04577822990844349,0.1042007637752318,2.54,NORMAL,-0.19999999999999996,-0.1200000000000001,0.058395989974937335,NORMAL,GREEN
2004-09-30,-0.07,5.4,0.0,98.33333333333333,0.005965697240865042,False,False,NORMAL,3,0,0.32,NORMAL,2.11,-0.0900000000000003,,,-0.697,-0.6265,1.19,False,False,False,False,False,NORMAL,0.040795512493625674,-0.01753481175863847,2.43,NORMAL,0.0,0.010000000000000231,0.3423618634886241,ELEVATED,GREEN
2004-10-31,0.0,5.5,0.09999999999999964,191.66666666666666,0.0,False,False,NORMAL,3,0,0.3,NORMAL,2.09,-0.020000000000000018,,,-0.704,-0.6601,1.1,False,False,False,False,False,NORMAL,0.04224652087475156,0.053380782918149405,2.14,NORMAL,-0.14000000000000012,0.04999999999999982,0.18435498627630387,NORMAL,GREEN
2004-11-30,0.0,5.4,0.0,188.0,0.0022865853658535773,False,False,NORMAL,3,1,0.22,NORMAL,1.95,-0.1399999999999999,,,-0.714,-0.8254,1.1,False,False,False,False,False,NORMAL,0.08394160583941601,-0.14450312049927994,2.13,ELEVATED,0.1200000000000001,0.18999999999999995,0.1641013497513617,NORMAL,GREEN
2004-12-31,0.0,5.4,0.0,180.33333333333334,0.0,False,False,NORMAL,3,0,0.44,NORMAL,1.86,-0.07999999999999985,,,-0.695,-0.832,1.1,False,False,False,False,False,NORMAL,0.047810770005032754,-0.007292173067574126,2.02,NORMAL,-0.15000000000000013,-0.009999999999999787,-0.1251008878127523,NORMAL,GREEN
2005-01-31,-0.1,5.3,0.0,117.33333333333333,0.04611837048424294,False,False,NORMAL,3,1,0.36,NORMAL,1.75,-0.1100000000000001,,,-0.701,-0.7789,1.12,False,False,False,False,False,NORMAL,0.09579918032786883,0.12192569335426473,1.63,NORMAL,-0.030000000000000027,-0.06999999999999984,-0.06817303978370026,NORMAL,GREEN
2005-02-28,0.0,5.4,0.10000000000000053,177.0,0.0,False,False,NORMAL,3,0,0.48,NORMAL,1.59,-0.15999999999999992,,,-0.708,-0.9584,1.12,False,False,False,False,False,NORMAL,0.07527975584944047,0.19555796316359686,1.6,NORMAL,0.050000000000000044,0.15000000000000036,0.06183889340927595,NORMAL,GREEN
2005-03-31,-0.07,5.2,0.0,174.66666666666666,0.06495589414595027,False,False,NORMAL,3,2,0.11,ELEVATED,1.64,0.039999999999999813,,,-0.664,-0.73,1.12,False,False,False,False,False,NORMAL,-0.0019361084220715918,-0.06706706706706711,1.71,NORMAL,0.10000000000000009,0.020000000000000018,0.27559963099631,ELEVATED,YELLOW
2005-04-30,0.0,5.2,0.0,246.33333333333334,0.027265437048917374,False,False,NORMAL,3,0,0.23,NORMAL,1.76,0.1100000000000001,,,-0.609,-0.7466,1.05,False,False,False,False,False,NORMAL,0.03864734299516903,0.02895656515227163,1.31,NORMAL,-0.15999999999999992,-0.08999999999999986,0.01968911917098448,NORMAL,GREEN
2005-05-31,-0.1,5.1,0.0,218.33333333333334,0.0489174017642342,False,False,NORMAL,3,0,0.09,NORMAL,1.9,0.1299999999999999,,,-0.598,-0.7896,1.05,False,False,False,False,False,NORMAL,-0.03023255813953485,0.02221100454316005,1.01,NORMAL,0.019999999999999796,-0.22999999999999998,-0.0022988505747126853,NORMAL,GREEN
2005-06-30,-0.07,5.0,0.0,264.6666666666667,0.04490777866880524,False,False,NORMAL,3,0,0.32,NORMAL,1.87,-0.019999999999999796,,,-0.602,-0.6672,1.05,False,False,False,False,False,NORMAL,0.07821782178217829,0.1312910284463895,0.81,NORMAL,0.11999999999999988,-0.06999999999999984,0.02386548544566991,NORMAL,GREEN
2005-07-31,-0.07,5.0,0.0,260.0,0.038492381716118684,False,False,NORMAL,3,0,0.11,NORMAL,1.67,-0.20000000000000018,,,-0.612,-0.9261,1.07,False,False,False,False,False,NORMAL,0.043087121212121104,0.025974025974025983,0.86,NORMAL,0.25,0.08999999999999986,0.21768292682926815,NORMAL,GREEN
